perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-file-sharedir 1.118-8
perl-html-parser 3.85-1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.12-1
perl-http-daemon 6.17-1
perl-http-date 6.08-1
perl-http-message 7.04-1
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-io-tty 1.31-1
perl-ipc-run 20260402.0-1
perl-libwww 6.83-1
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-mime-base32 1.303-13
perl-net-http 6.24-2
perl-term-animation 2.6-14
perl-time-duration 1:1.21-2
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-uri 5.36-1
perl-www-robotrules 6.03-1
perl-xml-parser 2.59-1
perl-xml-writer 0.900-6
pinentry 1.3.3-1
pipes.sh 1.3.0-1
pipewire 1:1.6.8-1
pipewire-alsa 1:1.6.8-1
pipewire-audio 1:1.6.8-1
pipewire-pulse 1:1.6.8-1
pixman 0.46.4-1
pkgconf 3.0.6-1
pkgfile 26-1
pkgstats 3.5.6-1
playerctl 2.4.1-5
plocate 1.1.24-2
polkit 127-3
polkit-qt6 0.201.1-1
poppler 26.08.0-1
poppler-glib 26.08.0-1
popt 1.19-2
portaudio 1:19.7.0-4
postgresql-libs 18.6-1
power-profiles-daemon 0.30-1
powertop 2.16-1
ppp 2.5.3-1
pps-tools 1.0.3-2
prettier 3.8.1-1
procps-ng 4.0.7-1
protobuf 36.0-1
psmisc 23.7-2
pugixml 1.16-1
pv 1.11.0-1
pybind11 3.1.0-1
python 3.14.7-1
python-autocommand 2.2.2-9
python-cairo 1.29.1-1
python-certifi 2026.07.22-1
python-charset-normalizer 3.5.1-1
python-click 8.3.3-1
python-click-log 0.4.0-6
python-configobj 5.0.9-6
python-contourpy 1.3.3-4
python-cssselect 1.5.0-1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-docopt 0.6.2-15
python-evdev 2.0.0-1
python-fonttools 4.64.0-1
python-gobject 3.56.3-1
python-hyprland-config 0.9.14-1
python-hyprland-monitors 0.9.0-1
python-hyprland-schema 0.7.1-1
python-hyprland-socket 0.12.2-1
python-hyprland-state 0.4.6-1
python-icalendar 7.3.0-1
python-idna 3.19-1
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-kiwisolver 1.5.1-1
python-linkify-it-py 2.2.0-1
python-lxml 6.1.2_1-1
python-mako 1.3.12-1
python-markdown 3.10.3-1
python-markdown-it-py 4.2.0-1
python-markupsafe 3.0.3-1
python-materialyoucolor 3.0.2-1
python-matplotlib 3.11.1-1
python-mdit_py_plugins 0.6.1-1
python-mdurl 0.1.2-9
python-more-itertools 11.1.0-1
python-numpy 2.5.2-1
python-opengl 3.1.10-3
python-packaging 26.3-1
python-pexpect 4.9.0-7
python-pillow 12.3.0-1
python-platformdirs 4.11.5-1
python-psutil 7.2.2-1
python-ptyprocess 0.7.0-9
python-pygments 2.20.0-1
python-pyparsing 3.3.2-1
python-pyquery 2.1.0-1
python-pytz 2026.1-1
python-pyudev 0.24.4-1
python-pyxdg 0.28-7
python-requests 2.34.2-1
python-rich 15.0.0-1
python-setproctitle 1.3.7-2
python-setuptools 1:84.0.0-1
python-six 1.17.0-3
python-textual 8.2.8-2
python-tqdm 4.70.0-1
python-typing_extensions 4.16.0-1
python-tzlocal 1:5.4.4-1
python-uc-micro-py 2.0.0-1
python-urllib3 2.7.0-1
python-urwid 4.0.13-1
python-wcwidth 0.8.3-1
python-wheel 0.48.0-1
python-yaml 6.0.3-2
qca-qt6 2.3.12-1
qemu-audio-alsa 11.1.1-1
qemu-audio-dbus 11.1.1-1
qemu-audio-jack 11.1.1-1
qemu-audio-oss 11.1.1-1
qemu-audio-pa 11.1.1-1
qemu-audio-pipewire 11.1.1-1
qemu-audio-sdl 11.1.1-1
qemu-audio-spice 11.1.1-1
qemu-base 11.1.1-1
qemu-block-curl 11.1.1-1
qemu-block-dmg 11.1.1-1
qemu-block-nfs 11.1.1-1
qemu-block-ssh 11.1.1-1
qemu-chardev-spice 11.1.1-1
qemu-common 11.1.1-1
qemu-desktop 11.1.1-1
qemu-hw-display-qxl 11.1.1-1
qemu-hw-display-virtio-gpu 11.1.1-1
qemu-hw-display-virtio-gpu-gl 11.1.1-1
qemu-hw-display-virtio-gpu-pci 11.1.1-1
qemu-hw-display-virtio-gpu-pci-gl 11.1.1-1
qemu-hw-display-virtio-gpu-pci-rutabaga 11.1.1-1
qemu-hw-display-virtio-gpu-rutabaga 11.1.1-1
qemu-hw-display-virtio-vga 11.1.1-1
qemu-hw-display-virtio-vga-gl 11.1.1-1
qemu-hw-display-virtio-vga-rutabaga 11.1.1-1
qemu-hw-uefi-vars 11.1.1-1
qemu-hw-usb-host 11.1.1-1
qemu-hw-usb-redirect 11.1.1-1
qemu-hw-usb-smartcard 11.1.1-1
qemu-img 11.1.1-1
qemu-system-x86 11.1.1-1
qemu-system-x86-firmware 11.1.1-1
qemu-ui-curses 11.1.1-1
qemu-ui-dbus 11.1.1-1
qemu-ui-egl-headless 11.1.1-1
qemu-ui-gtk 11.1.1-1
qemu-ui-opengl 11.1.1-1
qemu-ui-sdl 11.1.1-1
qemu-ui-spice-app 11.1.1-1
qemu-ui-spice-core 11.1.1-1
qemu-vhost-user-gpu 11.1.1-1
qhull 2020.2-5
qrencode 4.1.1-4
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt5ct 1.9-2
qt6-5compat 6.11.2-1
qt6-base 6.11.2-3
qt6-declarative 6.11.2-1
qt6-imageformats 6.11.2-1
qt6-m3shapes-git r41.32ad9ce-1
qt6-multimedia 6.11.2-1
qt6-multimedia-ffmpeg 6.11.2-1
qt6-shadertools 6.11.2-1
qt6-svg 6.11.2-1
qt6-translations 6.11.2-1
qt6-wayland 6.11.2-1
qt6ct 0.11-8
quickshell 0.3.1-1
rainfall 1.0.1-2
raptor 2.0.16-9
rav1e 0.8.1-3
rdma-core 64.0-1
re2 2:2025.11.05-6
readline 8.3.003-1
rebuild-detector 4.4.5-1
reflector 2023-5
resvg 0.48.1-1
rhash 1.4.6-1
ripgrep 15.2.0-1
rnnoise 1:0.2-1
rofi 2.0.0-1
rpcbind 1.2.9-1
rq 1.0.4-2
rsync 3.5.0-1
rtkit 0.14-1
rtmpdump 1:2.6-2
rubberband 4.0.0-2
runc 1.5.1-1
rust 1:1.98.0-1
rutabaga-ffi 0.1.85-1
ryoku 0.49.9.r2972.gdc7b811-1
ryoku-blobs 0.49.9.r2972.gdc7b811-1
ryoku-cursor-material 1.0.0-1
ryoku-cursors 2.0.7-3
ryoku-desktop 0.49.9.r2972.gdc7b811-2
ryoku-hub 0.49.9.r2972.gdc7b811-1
ryoku-hypr-plugins 0.49.9.r2972.gdc7b811-1
ryoku-keyring 20260620-2
ryoku-oh-my-zsh 0.49.9.r2972.gdc7b811-1
ryoku-rashin 0.49.9.r2972.gdc7b811-1
ryoku-shell 0.49.9.r2972.gdc7b811-1
ryomotion 1.5.0-11
samba 2:4.24.6-1
sassc 3.6.2-5
satty 0.22.0-1
sbc 2.2-1
sd 1.1.0-1
sdbus-cpp 2.3.1-1
sddm 0.21.0-7
sdl2-compat 2.32.70-1
sdl2_image 2.8.12-2
sdl3 3.4.14-1
seabios 1.17.0-2
seahorse 1:47.0.1-6
seatd 0.9.3-1
sed 4.10-2
sequoia-sqv 1.5.0-1
serd 0.32.10-1
serf 1.3.10-2
sg3_utils 1.49-1
shaderc 2026.3-1
shadow 4.20.0.arch1-1
shared-mime-info 2.5.1-2
shellcheck 0.11.0-136
shfmt 3.13.1-1
simdjson 1:4.6.9-1
sl 5.05-6
slang 2.3.3-4
slurp 1.5.0-2
smartmontools 7.5-1
smbclient 2:4.24.6-1
snapper 0.13.1-3
snappy 1.2.2-3
snapshot 50.0-1
sndio 1.10.0-1
socat 1.8.1.3-1
sof-firmware 2025.12.2-1
solid 6.29.0-1
songrec 0.7.5-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-19
sox 14.8.0.1-1
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-4
spice-protocol 0.14.5-1
spicetify-cli 2.44.0-3
spirv-tools 1:1.4.357.0-1
spotify-launcher 0.6.6-2
sqlite 3.53.4-1
sratom 0.6.22-1
srt 1.5.7-1
starship 1.26.0-1
startup-notification 0.12-9
strace 7.0-1
stylua 2.5.2-1
subversion 1.14.5-5
sudo 1.9.17.p2-6
svt-av1 4.2.0-1
swappy 1.8.0-1
swayimg 5.5-1
syntax-highlighting 6.29.0-1
sysbench 1.0.20-2
sysfsutils 2.1.1-2
sysstat 12.7.9-1
systemd 261.2-1
systemd-libs 261.2-1
systemd-sysvcompat 261.2-1
taglib 2.3.1-1
talloc 2.5.0-1
tar 1.35-5
tcl 8.6.16-1
tdb 1.4.15-1
terminal-rain-lightning 0.1.0-2
tesseract 5.5.3-1
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.2-1
texinfo 7.3-1
thermald 2:2.5.12-1
thunar 4.20.9-1
thunar-archive-plugin 0.6.0-1
thunar-media-tags-plugin 0.6.0-1
thunar-shares-plugin 1:0.5.0-1
thunar-vcs-plugin 0.4.0-1
thunar-volman 4.20.0-2
tinysparql 3.11.1-1
tlp 1.10.2-1
tlp-rdw 1.10.2-1
tomlplusplus 3.4.0-2
totem-pl-parser 3.26.7-1
tpm2-tss 4.2.0-2
tray-tui 0.3.3-6
tree 2.3.2-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-cli 0.26.9-1
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-atkinson-hyperlegible 1.006-2
ttf-cascadia-code-nerd 3.5.1-2
ttf-firacode-nerd 3.5.1-2
ttf-hack-nerd 3.5.1-2
ttf-jetbrains-mono-nerd 3.5.1-2
ttf-liberation 2.1.5-2
ttf-material-symbols-variable 2.874-1
ttf-rubik-vf 2.3.0-3
tumbler 4.20.2-1
twolame 0.4.0-4
tzdata 2026c-1
uchardet 0.0.8-4
udiskie 2.7.0-2
udisks2 2.11.2-1
ueberzugpp 2.9.10-1
ufw 0.36.2-7
unibilium 2.1.4-1
unrar 1:7.2.7-1
unzip 6.0-23
upower 1.91.3-1
usb_modeswitch 2.6.2.20251207-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
usbutils 019-1
util-linux 2.42.2-1
util-linux-libs 2.42.2-1
uv 0.12.7-1
v4l-utils 1.32.0-2
vapoursynth 77-2
vde2 2.3.3-9
verdict 1.4.5-2
vid.stab 1.1.1-3
vimix-cursors 2020_02_24-6
virglrenderer 1.3.0-2
virtiofsd 1.14.0-1
visual-studio-code-bin 1.135.0-1
viu 1.6.1-2
vlc 3.0.23_2-13
vlc-cli 3.0.23_2-13
vlc-gui-qt 3.0.23_2-13
vlc-plugin-a52dec 3.0.23_2-13
vlc-plugin-alsa 3.0.23_2-13
vlc-plugin-archive 3.0.23_2-13
vlc-plugin-dav1d 3.0.23_2-13
vlc-plugin-dbus 3.0.23_2-13
vlc-plugin-dbus-screensaver 3.0.23_2-13
vlc-plugin-faad2 3.0.23_2-13
vlc-plugin-flac 3.0.23_2-13
vlc-plugin-gnutls 3.0.23_2-13
vlc-plugin-inflate 3.0.23_2-13
vlc-plugin-journal 3.0.23_2-13
vlc-plugin-jpeg 3.0.23_2-13
vlc-plugin-lua 3.0.23_2-13
vlc-plugin-matroska 3.0.23_2-13
vlc-plugin-mpg123 3.0.23_2-13
vlc-plugin-ogg 3.0.23_2-13
vlc-plugin-opus 3.0.23_2-13
vlc-plugin-png 3.0.23_2-13
vlc-plugin-pulse 3.0.23_2-13
vlc-plugin-shout 3.0.23_2-13
vlc-plugin-speex 3.0.23_2-13
vlc-plugin-tag 3.0.23_2-13
vlc-plugin-theora 3.0.23_2-13
vlc-plugin-twolame 3.0.23_2-13
vlc-plugin-vorbis 3.0.23_2-13
vlc-plugin-vpx 3.0.23_2-13
vlc-plugin-xml 3.0.23_2-13
vlc-plugins-base 3.0.23_2-13
vlc-plugins-video-output 3.0.23_2-13
vmaf 3.2.0-1
volume_key 0.3.12-12
voxtype-bin 1.0.0-2
vpl-gpu-rt 26.2.4-1
vsftpd 3.0.5-2
vte-common 0.84.1-1
vte3 0.84.1-1
vulkan-icd-loader 1.4.357.0-1
vulkan-intel 1:26.2.1-1
vulkan-mesa-implicit-layers 1:26.2.1-1
vulkan-radeon 1:26.2.1-1
vulkan-tools 1.4.357.0-1
waifu2x-ncnn-vulkan 20250915-2
wavemon 0.9.7-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.26.0-1
wayland-protocols 1.49-1
webkit2gtk-4.1 2.52.6-1
webp-pixbuf-loader 0.2.7-2
webrtc-audio-processing-1 1.3-5
weston 15.0.1-3
wev 1.1.0-1
wf-recorder 0.6.0-2
wget 1.25.0-6
which 2.25-1
wildmidi 0.5.0-1
wireless-regdb 2026.05.30-1
wireplumber 0.5.16-1
wl-clip-persist 0.5.0-2
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
woff2 1.0.2-6
wolfssl 5.9.2-1
wpa_supplicant 2:2.12-1
wtype 0.4-2
x264 3:0.165.r3222.b35605a-2
x265 4.3-1
xapp 3.2.2-1
xapp-symbolic-icons 1.1.0-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-9
xdg-dbus-proxy 0.1.8-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.4.1-1
xdg-terminal-exec 0.14.3-1
xdg-user-dirs 0.20-1
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xed 3.8.9-2
xf86-input-libinput 1.5.0-1
xfconf 4.20.0-2
xkeyboard-config 2.48-1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.24-1
xorg-server-common 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xcursorgen 1.0.9-1
xorg-xkbcomp 1.5.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xpadneo-dkms 0.10.4-1
xreader 4.6.5-1
xvidcore 1.3.7-4
xxhash 0.8.3-1
xz 5.8.3-1
yad 15.0-2
yay-bin 13.0.1-1
yay-bin-debug 13.0.1-1
yazi 26.8.15-1
yt-dlp 2026.08.19-1
yt-dlp-ejs 0.8.0-1
yyjson 0.12.0-1
zathura 2026.07.18-1
zathura-pdf-mupdf 2026.07.18-1
zbar 0.23.93-7
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zip 3.0-14
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.10.0-1
zram-generator 1.2.1-1
zsh 5.9.2-1
zsh-autosuggestions 0.7.1-1
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-2
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.1.1-1
